"rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date"
2861,bajablastbae_,49608,8600,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2862,bigggwild,49602,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2863,muscleandresx,49546,,TE SIGUE,TE SIGUE,,TE SIGUE,,TE SIGUE,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2864,musclebearmtlxx,49538,,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-05-28 02:00:00.000,2022-05-09 02:00:00,2022-05-28 02:00:00.000
2865,mitchmatthewsbb,49513,4800,"Portland, OR",Portland,OR,"Portland, OR",,"Portland, OR",,,,OR,PORTLAND,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
2866,sailboatjock,49478,4300,"Colorado, USA",Colorado,USA,"Colorado, USA",,"Colorado, USA",,,,CO,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2867,aaronwildxxx,49415,2800,England,England,,England,,England,,,,,,2022-05-19 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2868,gpmarcosgoiano,49340,7100,São Paulo SP - Brasil,São Paulo SP - Brasil,,São Paulo SP,Brasil,São Paulo SP - Brasil,,,,,,2022-05-03 02:00:00.000,2022-04-24 02:00:00,2022-05-28 02:00:00.000
2869,alonzofreesv,49288,,El Salvador,El Salvador,,El Salvador,,El Salvador,,,,,,2022-04-05 02:00:00.000,2022-04-04 02:00:00,2022-05-28 02:00:00.000
2870,caravaggioderek,49265,79600,Onlyfans,Onlyfans,,Onlyfans,,Onlyfans,,,,,,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
2871,fetishdomberlin,49248,,Berlin,Berlin,,Berlin,,Berlin,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2872,bearsorlando,49211,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
2873,bambamxrated,49206,,"Cairo, GA",Cairo,GA,"Cairo, GA",,"Cairo, GA",,,,GA,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2874,iconmale,49198,,Your bedroom,Your bedroom,,Your bedroom,,Your bedroom,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2875,nickehann,49189,335,"Santiago, Chile",Santiago,Chile,"Santiago, Chile",,"Santiago, Chile",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2876,exhibflasher,49185,,Metro Manila,Metro Manila,,Metro Manila,,Metro Manila,,,,,,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
2877,cybrxangel,49137,,he/they,he/they,,he/they,,he,they,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2878,jacobhansenxxx,49067,13400,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2879,jamierayxxx,49023,830,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2880,kamasutrofans,49017,1200,Dubai,Dubai,,Dubai,,Dubai,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2881,draeaxtellxxx,49015,,LA / NYC / PR,LA / NYC / PR,,LA / NYC / PR,,LA,NYC,,,LA,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2882,kikegilxxx,48969,14000,"Barcelona, España",Barcelona,España,"Barcelona, España",,"Barcelona, España",,,,,,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
2883,jacobcthot,48930,4800,"Charlotte, NC",Charlotte,NC,"Charlotte, NC",,"Charlotte, NC",,,,NC,CHARLOTTE,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
2884,donatoroficial,48916,240,📍España (Canary Islands)🌴,📍España (Canary Islands)🌴,,📍España (Canary Islands)🌴,,📍España (Canary Islands)🌴,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2885,bluecollarcity1,48896,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2886,vinceparkerx,48878,,Los Angeles,Los Angeles,,Los Angeles,,Los Angeles,,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2887,thatbeardguy26,48867,46300,"South Carolina, USA",South Carolina,USA,"South Carolina, USA",,"South Carolina, USA",,,,SC,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
2888,peterparxxxer,48855,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2889,manuel_hotxx,48813,1600,"Madrid, Comunidad de Madrid",Madrid,Comunidad de Madrid,"Madrid, Comunidad de Madrid",,"Madrid, Comunidad de Madrid",,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2890,joeblizzardofcl,48802,28100,Hell’s Kitchen / NYC,Hell’s Kitchen / NYC,,Hell’s Kitchen / NYC,,Hell’s Kitchen,NYC,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2891,paulopicasso231,48786,10800,"Curitiba, Brasil",Curitiba,Brasil,"Curitiba, Brasil",,"Curitiba, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2892,ezcumdump,48775,,"New York, NY",New York,NY,"New York, NY",,"New York, NY",,,,NY,,2022-04-23 02:00:00.000,2022-04-20 02:00:00,2022-05-28 02:00:00.000
2893,bigboy_c0c0,48773,236,"Brisbane, Queensland",Brisbane,Queensland,"Brisbane, Queensland",,"Brisbane, Queensland",,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2894,nastydad,48760,,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2895,masterkenta2020,48721,,台灣,台灣,,台灣,,台灣,,,,,,2022-05-28 02:00:00.000,2022-05-07 02:00:00,2022-05-28 02:00:00.000
2896,justinjvalentin,48698,,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2897,aaronxoaks,48672,2200,"Brooklyn, NY",Brooklyn,NY,"Brooklyn, NY",,"Brooklyn, NY",,,,NY,BROOKLYN,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2898,freakingaffairs,48625,4300,World,World,,World,,World,,,,,,2022-05-03 02:00:00.000,2022-05-03 02:00:00,2022-05-28 02:00:00.000
2899,cityboyybelair,48621,,Northern Air Temple(NYC),Northern Air Temple(NYC),,Northern Air Temple(NYC),,Northern Air Temple(NYC),,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2900,chasermk1,48558,7300,,,,,,,,,,,,2022-04-01 02:00:00.000,2022-03-21 01:00:00,2022-05-28 02:00:00.000
2901,helloojose,48542,2000,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2902,ronnieenglishx,48527,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2903,yusabx,48496,6100,"Bronx, NY",Bronx,NY,"Bronx, NY",,"Bronx, NY",,,,NY,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2904,hotboiyo1,48466,7900,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
2905,argenisfit1,48457,11100,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2906,rjwsnowflake,48434,,"Oregon, USA",Oregon,USA,"Oregon, USA",,"Oregon, USA",,,,OR,,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2907,taoistmasseuruk,48413,,"Vauxhall, London",Vauxhall,London,"Vauxhall, London",,"Vauxhall, London",,,,,,2022-05-28 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
2908,grantducati,48390,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2909,cub_lad,48388,460,Australia,Australia,,Australia,,Australia,,,,,,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2910,delreycarter,48378,3200,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2911,axeljack16,48374,,Irland,Irland,,Irland,,Irland,,,,,,2022-05-28 02:00:00.000,2022-05-06 02:00:00,2022-05-28 02:00:00.000
2912,samirmorais_xxx,48359,4800,CDMX / Boca del Río,CDMX / Boca del Río,,CDMX / Boca del Río,,CDMX,Boca del Río,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2913,hbailarinoxxx,48333,415,"São Paulo, Brasil",São Paulo,Brasil,"São Paulo, Brasil",,"São Paulo, Brasil",,,,,,2022-05-15 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
2914,gottabdown,48316,16200,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2915,adamhungxxl,48279,3800,World,World,,World,,World,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2916,gakteeem,48210,,Cali☀️📍,Cali☀️📍,,Cali☀️📍,,Cali☀️📍,,,,,,2022-03-27 01:00:00.000,2022-03-23 01:00:00,2022-05-28 02:00:00.000
2917,mateomuscle69,48204,8700,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2918,ariesking666,48181,,"Washington, DC",Washington,DC,"Washington, DC",,"Washington, DC",,,,DC,WASHINGTON,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2919,kurtiswolfe,48179,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2920,tetomendez_,48177,1600,,,,,,,,,,,,2022-04-20 02:00:00.000,2022-04-19 02:00:00,2022-05-28 02:00:00.000
2921,le15xavier,48175,,"León, Gto. México.",León,Gto. México.,"León, Gto. México.",,"León, Gto. México.",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2922,jaylandford,48130,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2923,brunobundudoxxx,48126,,"Campinas, Brasil",Campinas,Brasil,"Campinas, Brasil",,"Campinas, Brasil",,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2924,1kjaycityboy,48114,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2925,kurtsummersxxx,48073,,"San Diego, CA",San Diego,CA,"San Diego, CA",,"San Diego, CA",,,,CA,SAN DIEGO,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2926,manny__diamond,48068,7800,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
2927,hairyatl,48066,,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-28 02:00:00.000,2022-05-11 02:00:00,2022-05-28 02:00:00.000
2928,koustagram,48063,,☀︎,☀︎,,☀︎,,☀︎,,,,,,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2929,angelitoyesss,48036,1200,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-05-28 02:00:00.000,2022-05-08 02:00:00,2022-05-28 02:00:00.000
2930,lucaambrosexxx,48034,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2931,hungarmenian,48017,976,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2932,jake_ashfordxx,47955,9700,"Denver, CO",Denver,CO,"Denver, CO",,"Denver, CO",,,,CO,DENVER,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2933,xxxskipmarshall,47931,302,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2934,maxxxunicorn,47910,,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2935,kurtjacobsxxx,47894,2200,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
2936,zariotravezzxxx,47883,1300,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2937,jacksonreedx,47879,,your pants,your pants,,your pants,,your pants,,,,,,2022-05-27 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
2938,alexx93153809,47867,924,"Florida, USA",Florida,USA,"Florida, USA",,"Florida, USA",,,,FL,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2939,kikeparravzla_,47803,,"Bogotá, D.C., Colombia",Bogotá,D.C.,"Bogotá, D.C., Colombia",,"Bogotá, D.C., Colombia",,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2940,nanomasoxxx,47770,3000,"Madrid, Comunidad de Madrid",Madrid,Comunidad de Madrid,"Madrid, Comunidad de Madrid",,"Madrid, Comunidad de Madrid",,,,,,2022-04-21 02:00:00.000,2022-04-18 02:00:00,2022-05-28 02:00:00.000
2941,doinglll,47728,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
2942,james_ofoakland,47711,,"Oakland, CA",Oakland,CA,"Oakland, CA",,"Oakland, CA",,,,CA,OAKLAND,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2943,theebastiansass,47707,6400,Chicago/Los Angeles,Chicago/Los Angeles,,Chicago/Los Angeles,,Chicago,Los Angeles,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2944,jrmatthewsxxx,47707,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2945,uknakedmen,47640,,london,london,,london,,london,,,,,,2022-05-27 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
2946,hotazrael,47608,31600,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
2947,tattinthehat,47592,,"Bradford, England",Bradford,England,"Bradford, England",,"Bradford, England",,,,,,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2948,frankboxreal,47582,4900,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2949,hunternashxxx,47576,2900,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2950,07scort,47563,,"Cuauhtémoc, Distrito Federal",Cuauhtémoc,Distrito Federal,"Cuauhtémoc, Distrito Federal",,"Cuauhtémoc, Distrito Federal",,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2951,ofcpedro062,47535,,"Goiânia, Brasil",Goiânia,Brasil,"Goiânia, Brasil",,"Goiânia, Brasil",,,,,,2022-04-11 02:00:00.000,2022-03-22 01:00:00,2022-05-28 02:00:00.000
2952,little_brako,47533,13600,"Madrid, Comunidad de Madrid",Madrid,Comunidad de Madrid,"Madrid, Comunidad de Madrid",,"Madrid, Comunidad de Madrid",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2953,thetattyman,47464,32200,"England, United Kingdom",England,United Kingdom,"England, United Kingdom",,"England, United Kingdom",,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2954,slutinsf,47462,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2955,cuteboy1097,47434,,"Kalkutta, Indien",Kalkutta,Indien,"Kalkutta, Indien",,"Kalkutta, Indien",,,,,,2022-05-28 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
2956,jpredxxx,47432,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
2957,roscariano,47408,18000,"Rio de Janeiro, Brasil",Rio de Janeiro,Brasil,"Rio de Janeiro, Brasil",,"Rio de Janeiro, Brasil",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2958,slaveboytom,47404,,"London SE17, UK",London SE17,UK,"London SE17, UK",,"London SE17, UK",,,,,,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2959,amante_semental,47397,,Suscribete 👉,Suscribete 👉,,Suscribete 👉,,Suscribete 👉,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2960,youngleatherpig,47390,,"Washington, DC",Washington,DC,"Washington, DC",,"Washington, DC",,,,DC,WASHINGTON,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2961,nicholasryder69,47379,9700,"Massachusetts, USA",Massachusetts,USA,"Massachusetts, USA",,"Massachusetts, USA",,,,MA,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2962,pollod7777,47372,845,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
2963,officialbbishop,47358,24300,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2964,dan_daniel89,47335,29000,Ciudad Autónoma de Buenos Aire,Ciudad Autónoma de Buenos Aire,,Ciudad Autónoma de Buenos Aire,,Ciudad Autónoma de Buenos Aire,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2965,williamspsny3,47257,24500,"Palm Springs, CA",Palm Springs,CA,"Palm Springs, CA",,"Palm Springs, CA",,,,CA,,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2966,jaxxrezaxxx,47246,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
2967,xtrabigdicks,47242,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
2968,lilzaddy2_0,47195,743,New York 🗽,New York 🗽,,New York 🗽,,New York 🗽,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2969,itsmarcusxx,47193,,"Madrid, España",Madrid,España,"Madrid, España",,"Madrid, España",,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2970,chadowenxxx,47158,,Australia ,Australia,,Australia,,Australia,,,,,,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
2971,dunkinbbc,47157,28300,"Hayward, CA",Hayward,CA,"Hayward, CA",,"Hayward, CA",,,,CA,HAYWARD,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
2972,miguellbaiano,47153,335,Brasil,Brasil,,Brasil,,Brasil,,,,,,2022-04-29 02:00:00.000,2022-04-25 02:00:00,2022-05-28 02:00:00.000
2973,scruffymusclela,47131,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
2974,zenoreyxxx,47119,1500,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
2975,therealhomomen,47117,,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2976,_thevikinggamer,47106,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2977,trlckowens,47070,4700,"New York, NY",New York,NY,"New York, NY",,"New York, NY",,,,NY,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
2978,manooel07,47027,,CDMX,CDMX,,CDMX,,CDMX,,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2979,bigtexstud,47014,,Southern US,Southern US,,Southern US,,Southern US,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2980,mildsrob,47007,28800,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
2981,daddyyyalex,46959,4500,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
2982,brockperryxxx,46955,30300,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2983,man_boulevard,46937,5700,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2984,ariel_vanean,46912,,Slovak Republic,Slovak Republic,,Slovak Republic,,Slovak Republic,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2985,diksukahtown,46904,3100,HTX,HTX,,HTX,,HTX,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2986,buckahroo1,46892,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-05-27 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2987,koh_hiroshi,46890,3000,"Vancouver, British Columbia",Vancouver,British Columbia,"Vancouver, British Columbia",,"Vancouver, British Columbia",,,,SC,COLUMBIA,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
2988,jackdenby98,46888,37200,England,England,,England,,England,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2989,hariel_xxx,46871,1500,"São Paulo, Brasil",São Paulo,Brasil,"São Paulo, Brasil",,"São Paulo, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2990,kleijnnick,46846,6100,Nederland,Nederland,,Nederland,,Nederland,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
2991,sgtmilesxxx,46838,,loyalfans.com/sgt-miles ,loyalfans.com/sgt-miles,,loyalfans.com/sgt,miles,loyalfans.com,sgt-miles,,,,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
2992,jonasem2020,46807,115100,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
2993,nicocoopa,46806,,"Tennessee, USA",Tennessee,USA,"Tennessee, USA",,"Tennessee, USA",,,,TN,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
2994,aaronguypt,46766,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
2995,jakelawrencexxx,46739,2500,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
2996,its_jeromy,46725,,Memphis TN,Memphis TN,,Memphis TN,,Memphis TN,,,,TN,MEMPHIS,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
2997,jeffsexxxx33k,46694,3300,Chez moi ,Chez moi,,Chez moi,,Chez moi,,,,,,2022-05-27 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
2998,james96997583,46681,1500,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
