"rank_","?column?","followers","rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date","profile_img_url"
174,@saintgianni16,24K,4737,saintgianni16,24052,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1516098549578145792/Fftl1XTA_400x400.jpg
175,@benyorkxx,24K,4749,benyorkxx,24000,18300,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1515469296952123404/qGoEcYvz_400x400.jpg
176,@liltxbottom,24K,4751,liltxbottom,23998,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1439377630386659328/NatwcsEc_400x400.jpg
177,@mateoheron,24K,4752,mateoheron,23994,1200,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1523530375804370944/TytCqPS2_400x400.jpg
178,@bndgboy87,24K,4761,bndgboy87,23897,,"Dallas, Texas",Dallas,Texas,"Dallas, Texas",,"Dallas, Texas",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1318217530029318145/hrxoQkro_400x400.jpg
179,@thottykirby,24K,4777,thottykirby,23744,831,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1484047456195293184/AHBH5Uw7_400x400.jpg
180,@davediamond411,23K,4854,davediamond411,23026,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1448471402584190979/UwVUBjhH_400x400.jpg
181,@trayceporter,23K,4885,trayceporter,22763,786,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1425633500615565315/5xkJ8XKG_400x400.jpg
182,@seanyboy9886,23K,4900,seanyboy9886,22610,6100,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1523130279707217920/1OKsCkcx_400x400.jpg
183,@barebacklord,22K,4954,barebacklord,22224,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1486754465017434116/pCrVoN9N_400x400.jpg
184,@caseyjo420,22K,4967,caseyjo420,22072,2800,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-04-13 02:00:00.000,2022-04-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1463904225767870470/DpntbUsk_400x400.jpg
185,@davidp_andrewd,22K,4975,davidp_andrewd,21990,12000,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,
186,@kinglyblue,22K,4984,kinglyblue,21953,4400,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1478214086638936065/lKfegbpV_400x400.jpg
187,@tinytwinkxoxo,20K,5156,tinytwinkxoxo,20425,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524537926041980928/-h4RaFxn_400x400.jpg
188,@theantflex,20K,5157,theantflex,20424,3900,"Dallas, TX /irving ",Dallas,TX /irving,"Dallas, TX /irving",,"Dallas, TX",irving,,,TX,IRVING,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1402829199191293953/zzqG7HbD_400x400.jpg
189,@justanearthboy1,20K,5177,justanearthboy1,20312,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1534275754590097409/sNtPIKq-_400x400.jpg
190,@sluttyversex,20K,5205,sluttyversex,20004,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1502081048624123920/c7s0qKNn_400x400.jpg
191,@electric_papi,20K,5215,electric_papi,19920,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1478821066936102917/NJ2e8edJ_400x400.jpg
192,@youngincx,20K,5236,youngincx,19708,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1517387254532124672/dM1v4G1x_400x400.jpg
193,@thickbottom22,20K,5255,thickbottom22,19551,326,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1175026983387971584/jEJN_kdr_400x400.jpg
194,@dgscruffy,19K,5298,dgscruffy,19221,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1509350542644027393/6gfC1Lga_400x400.jpg
195,@badgertexas1,19K,5324,badgertexas1,19048,1100,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1448707271010275328/_Tou1UqL_400x400.jpg
196,@axeldragoof,19K,5353,axeldragoof,18846,679,"El Paso,Tx",El Paso,Tx,"El Paso,Tx",,"El Paso,Tx",,,,TX,EL PASO,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519152006442754051/h61LNZg8_400x400.jpg
197,@chuyitoxxxx,19K,5368,chuyitoxxxx,18756,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1367663325732044809/ytNM2JvZ_400x400.jpg
198,@ottosamsonxxx,19K,5399,ottosamsonxxx,18559,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1429562867674669057/baYDZEx3_400x400.jpg
199,@coopcoop04,19K,5405,coopcoop04,18526,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1479346497661591552/quOK5Oba_400x400.jpg
200,@heim_ian,18K,5410,heim_ian,18488,,"Florida, NYC, Houston, USA",Florida,NYC,"Florida, NYC, Houston, USA",,"Florida, NYC, Houston, USA",,,,FL,,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1399532003762982912/0j4ytviy_400x400.jpg
201,@gigantamaxsteve,18K,5428,gigantamaxsteve,18337,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1514415369393475587/vZRMRIBW_400x400.jpg
202,@dantekieranxxx,18K,5442,dantekieranxxx,18207,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1352466776655884290/QFnufLWF_400x400.jpg
203,@kyleejennerlips,18K,5471,kyleejennerlips,18018,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1407160791044968450/zoQNhYL9_400x400.jpg
204,@roycexxx11,18K,5515,roycexxx11,17648,4300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1534924913596932098/ON4oJGp3_400x400.jpg
205,@albrycebeckett,18K,5518,albrycebeckett,17615,8600,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1409452080033669122/2L5bmgvz_400x400.jpg
206,@fourrquu,17K,5541,fourrquu,17392,3000,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1466290990977851393/X3HwaAqT_400x400.jpg
207,@feel_the_kay,17K,5542,feel_the_kay,17391,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524200212922875905/x3g6t0En_400x400.jpg
208,@fagrob2,17K,5569,fagrob2,17190,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1494159806667571203/lJR1ez3R_400x400.jpg
209,@haroldcr8,17K,5575,haroldcr8,17144,1400,"Puerto Rico, USA",Puerto Rico,USA,"Puerto Rico, USA",,"Puerto Rico, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1490093460912844805/KQHKyoqr_400x400.jpg
210,@hungboitxxx,17K,5587,hungboitxxx,17087,676,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1326392901467852801/V-yE_SYZ_400x400.jpg
211,@josh_xxx18,17K,5600,josh_xxx18,17010,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-07 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524469309375926280/Bzc4hhdG_400x400.jpg
212,@jvvaannxo,17K,5615,jvvaannxo,16920,130,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1523139280687841281/nBhHuiDc_400x400.jpg
213,@xxxjohnnywalker,17K,5635,xxxjohnnywalker,16817,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1213155468618678275/rnZywt6Z_400x400.jpg
214,@lancewoodsxxx,17K,5652,lancewoodsxxx,16692,3300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519764332036431875/zP8H_zrW_400x400.jpg
215,@cajungay,17K,5661,cajungay,16630,106,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1487821325150277634/Rnit-6IA_400x400.jpg
216,@wonderstonerpov,17K,5676,wonderstonerpov,16531,1600,Woodsboro,Woodsboro,,Woodsboro,,Woodsboro,,,,TX,,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1500480418537168897/S8nXMLFo_400x400.jpg
217,@sweetbabyj97,16K,5730,sweetbabyj97,16136,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1527977266239660034/LV2ENNcp_400x400.jpg
218,@haydenwulfxxx,16K,5769,haydenwulfxxx,15938,2300,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1529337831566594049/CP38qv-L_400x400.jpg
219,@vrzcouple,16K,5819,vrzcouple,15637,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524523021289070601/xi3Q1Iug_400x400.jpg
220,@atexasbottom,16K,5832,atexasbottom,15548,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-03-04 01:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1493402398433415176/ljWE3mVt_400x400.jpg
221,@mysterysancho,15K,5841,mysterysancho,15471,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1492898648144949251/8s6_NTuN_400x400.jpg
222,@cuboydadon,15K,5848,cuboydadon,15449,147,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1494406571132129285/-j_z-hN5_400x400.jpg
223,@judestarxx,15K,5849,judestarxx,15448,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1530823931917107202/bLrmDdpp_400x400.jpg
224,@fordtechtx,15K,5856,fordtechtx,15425,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1375143683226492939/2f9r-8SM_400x400.jpg
225,@texdad9,15K,5874,texdad9,15327,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1489735173226708997/nyGrbzHi_400x400.jpg
226,@coltonriversxxx,15K,5892,coltonriversxxx,15199,262,"Dallas, Texas",Dallas,Texas,"Dallas, Texas",,"Dallas, Texas",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1457822186119602179/79IF4jkU_400x400.jpg
227,@ariesgodx69,15K,5894,ariesgodx69,15181,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1528009355353804804/9SIxO_ut_400x400.jpg
228,@andres_astora,15K,5960,andres_astora,14738,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1403818258638200832/XzPntGoZ_400x400.jpg
229,@beefinprogress,15K,6002,beefinprogress,14517,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1488588403570581507/HF4C8eQO_400x400.jpg
230,@ratedtxxx,14K,6011,ratedtxxx,14497,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1525666252999610368/qhLekDh4_400x400.jpg
231,@tayehefner,14K,6019,tayehefner,14444,29,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1522003194959826945/1uJyhUEx_400x400.jpg
232,@texaninhou,14K,6073,texaninhou,14192,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1468777350359834625/7G4bc4T8_400x400.jpg
233,@alexrdgue,14K,6112,alexrdgue,13882,23,"Denton, TX",Denton,TX,"Denton, TX",,"Denton, TX",,,,TX,DENTON,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1518384317780709376/8OFGYdpn_400x400.jpg
234,@rileygrayxxx,14K,6129,rileygrayxxx,13738,1100,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1503918502075322371/Bm-_WDkN_400x400.jpg
235,@schlongxxx,13K,6237,schlongxxx,13139,2,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1484558889798541312/ZnNAEOdD_400x400.jpg
236,@midnightbooty1,13K,6242,midnightbooty1,13122,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1511811166808547335/O-YKlaN-_400x400.jpg
237,@boypussy4daddy,13K,6266,boypussy4daddy,13005,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-08 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1416969769719369731/oMmjlJOW_400x400.jpg
238,@chrisdg93,13K,6272,chrisdg93,12970,1200,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1398454930197954561/FlpRakEO_400x400.jpg
239,@charrisxxx1,13K,6287,charrisxxx1,12886,211,Dallas ,Dallas,,Dallas,,Dallas,,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-03 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1324001348061450242/aSP-vDW__400x400.jpg
240,@onlyjamax,13K,6324,onlyjamax,12677,,"Oak Cliff, Dallas",Oak Cliff,Dallas,"Oak Cliff, Dallas",,"Oak Cliff, Dallas",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1514595310500253700/cRinF4YU_400x400.jpg
241,@xoxo_twink_,13K,6346,xoxo_twink_,12582,151,"Arlington, VA & DC",Arlington,VA & DC,"Arlington, VA & DC",,"Arlington, VA & DC",,,,TX,ARLINGTON,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1507145230147112962/bNpmIVi6_400x400.jpg
242,@idgafwabgtsam_,13K,6367,idgafwabgtsam_,12518,,"South Houston, TX",South Houston,TX,"South Houston, TX",,"South Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1526223032775213065/IVsJztbc_400x400.jpg
243,@adrienlopezxx,12K,6411,adrienlopezxx,12304,176,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1478561614572015617/9PeijAn5_400x400.jpg
244,@sparkybaxter,12K,6417,sparkybaxter,12264,301,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524065704659587077/jYcWl9-h_400x400.jpg
245,@pepepepitoxxx,12K,6421,pepepepitoxxx,12247,,TEXAS,TEXAS,,TEXAS,,TEXAS,,,,TX,,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1477562631670190081/8omMASPK_400x400.jpg
246,@kylecooperxxx,12K,6466,kylecooperxxx,11975,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1496565484191367168/Gd8av8Ew_400x400.jpg
247,@aandresrivass,12K,6472,aandresrivass,11918,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1525619477781659656/iXWRLZZ8_400x400.jpg
248,@levtiagoxxx,12K,6493,levtiagoxxx,11828,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519548831137939459/-yWph08v_400x400.jpg
249,@bigpp_bro,12K,6500,bigpp_bro,11783,257,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1490214990070046727/Gvs9Wwdm_400x400.jpg
250,@juanking915,12K,6503,juanking915,11754,,"El Paso, TX",El Paso,TX,"El Paso, TX",,"El Paso, TX",,,,TX,EL PASO,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1098263225945206789/X4o5zU50_400x400.jpg
251,@juanking936,12K,6521,juanking936,11635,,"El Paso, TX",El Paso,TX,"El Paso, TX",,"El Paso, TX",,,,TX,EL PASO,2022-03-23 01:00:00.000,2022-03-21 01:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1098263225945206789/X4o5zU50_400x400.jpg
252,@txinkedboy,12K,6525,txinkedboy,11621,359,"Lubbock, TX",Lubbock,TX,"Lubbock, TX",,"Lubbock, TX",,,,TX,LUBBOCK,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1435452100855668739/QradsRCl_400x400.jpg
253,@brettbradleyxxx,12K,6547,brettbradleyxxx,11544,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/434034768733556736/YVY3HFID_normal.jpeg
254,@stonedbone_,11K,6628,stonedbone_,11196,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519277949312278531/sLXIvtba_400x400.jpg
255,@theunkwn93,11K,6639,theunkwn93,11161,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1396853009305505796/UlSis54B_400x400.jpg
256,@dtxcollegedude,11K,6671,dtxcollegedude,11002,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1339040065092194304/b9ajzJyN_400x400.jpg
257,@bexarbanks,11K,6680,bexarbanks,10951,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1471649975088164868/Dl9zjYlS_400x400.jpg
258,@saddthot,11K,6743,saddthot,10676,1600,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1479770595822821378/vEImgtex_400x400.jpg
259,@texasmusclebul1,11K,6752,texasmusclebul1,10627,951,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
260,@hot_boy_1989,11K,6768,hot_boy_1989,10559,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-04 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1525304507663523847/v4Kn_HQf_400x400.jpg
