"rank_","?column?","followers","rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date","profile_img_url"
1,@draventorresxxx,501K,62,draventorresxxx,500538,,"South west, TX ",South west,TX,"South west, TX",,"South west, TX",,,,TX,,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/378800000708352455/44042e9c2c1fcd5f5b95e9708c9b4c35_normal.jpeg
2,@danejaxson,467K,77,danejaxson,466773,24600,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1529558839594561537/_TS_Z8aQ_400x400.jpg
3,@thedannyice,415K,107,thedannyice,415288,49100,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1469845700720611328/nvPTfgQm_400x400.jpg
4,@cutesyfemboy,341K,181,cutesyfemboy,340790,36600,"San Antonio, TX   |   22yr old",San Antonio,TX   |   22yr old,"San Antonio, TX   |   22yr old",,"San Antonio, TX   |   22yr old",,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1484592916815400960/FxsOAJY8_400x400.jpg
5,@wolfhudsonisbi,227K,479,wolfhudsonisbi,227087,5600,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1471732622988652548/Tv0KrNXZ_400x400.jpg
6,@0hjae,210K,559,0hjae,210487,12900,"Cali, Texas, Florida",Cali,Texas,"Cali, Texas, Florida",,"Cali, Texas, Florida",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1389394795190173698/kWGxV8wE_400x400.jpg
7,@alexbetz01,205K,580,alexbetz01,205191,18800,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1341626329675034625/Tsh2-Et8_400x400.jpg
8,@skiereyezxxx,184K,698,skiereyezxxx,184156,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1509071936940347401/l6d6QTRJ_400x400.jpg
9,@danteandromeo,183K,705,danteandromeo,183353,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1303123592083890176/Hf4XouuB_400x400.jpg
10,@everwhorez,183K,708,everwhorez,182976,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1453167538796470275/i3XCb1Cm_400x400.jpg
11,@smokepoleboy1,182K,715,smokepoleboy1,182019,9800,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1536156443052756992/sxXIRb7e_400x400.jpg
12,@dallasmaver1ck,180K,730,dallasmaver1ck,180107,9800,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1485374334290046979/Wc5cQkYO_400x400.jpg
13,@devinholtxxx,173K,772,devinholtxxx,172978,80800,Texas,Texas,,Texas,,Texas,,,,TX,,2022-06-15 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1477465044749332485/ehkYHtse_400x400.jpg
14,@realfreakshittx,171K,782,realfreakshittx,170941,109,Se Houston Hobby Airport,Se Houston Hobby Airport,,Se Houston Hobby Airport,,Se Houston Hobby Airport,,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-07 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1258175701603119104/dokCVgXI_400x400.jpg
15,@sergioisbetter,170K,787,sergioisbetter,170253,68800,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1520307440381800448/W4IfzSt5_400x400.jpg
16,@jordytx,169K,792,jordytx,169452,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1502683536972779533/VVXbw0hH_400x400.jpg
17,@vinnybb3,168K,802,vinnybb3,167918,22500,"Austin, Tx",Austin,Tx,"Austin, Tx",,"Austin, Tx",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1486201719474241538/DwX8Pu44_400x400.jpg
18,@raykingxxx,167K,809,raykingxxx,167287,10600,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1381683066888982530/qXPzioa9_400x400.jpg
19,@rayoexplox,165K,822,rayoexplox,165278,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1436856412676628481/bCVNqyQN_400x400.jpg
20,@greysweatsking,164K,832,greysweatsking,163655,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1412564243824656391/M0RLlXtR_400x400.jpg
21,@djtristanjaxx,162K,847,djtristanjaxx,161817,10600,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-04 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1402446172749508615/DMON5sT7_400x400.jpg
22,@sevastianxxx,161K,851,sevastianxxx,161007,20500,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1492289143686242305/RwDzi1b0_400x400.jpg
23,@kleio_coxxx,159K,865,kleio_coxxx,159340,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1457716521908809736/dWeav2kD_400x400.jpg
24,@realleonredd,157K,891,realleonredd,157317,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1532219540377022465/x5Y5ZQDk_400x400.jpg
25,@speedyhades28,157K,896,speedyhades28,156802,15400,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1492147720932532229/6PxXhrUi_400x400.jpg
26,@jimjammax,156K,901,jimjammax,156336,113,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1359276612844421123/-aZvVTni_400x400.jpg
27,@munjileel,154K,925,munjileel,153877,14000,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1527033759085756416/msyQUMN2_400x400.jpg
28,@thatexaspapi,151K,950,thatexaspapi,150964,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1528785974536421377/W_2a1BDZ_400x400.jpg
29,@ready_w_red,143K,1014,ready_w_red,143022,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1404979087450456064/acVKgA6__400x400.jpg
30,@red_writer_red,141K,1035,red_writer_red,140700,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-05-12 02:00:00.000,2022-05-02 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1404979087450456064/acVKgA6__400x400.jpg
31,@yungyuriy,135K,1099,yungyuriy,135130,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1529650568339374080/_rAsU8BK_400x400.jpg
32,@leska242,135K,1100,leska242,134961,10600,San antonio de areco!!!,San antonio de areco!!!,,San antonio de areco!!!,,San antonio de areco!!!,,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1402083113174454280/2I2GZlGp_400x400.jpg
33,@betmanale,134K,1110,betmanale,133931,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1395583747341180929/DD60jB5i_400x400.jpg
34,@simonjamesiii,131K,1156,simonjamesiii,130581,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1369794652702973953/_IK6TNnX_400x400.jpg
35,@loveandlighttv,130K,1160,loveandlighttv,130201,,"Atlanta, GA - Houston, TX",Atlanta,GA - Houston,"Atlanta, GA","Houston, TX","Atlanta, GA - Houston, TX",,,,GA,ATLANTA,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1286408381704613889/Jvte7zA7_400x400.jpg
36,@versxcexx,129K,1182,versxcexx,128575,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1373797312259104770/tugJS3ri_400x400.jpg
37,@ryancapone9,128K,1191,ryancapone9,127669,5500,Dallas,Dallas,,Dallas,,Dallas,,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1486431605388423173/mrYhj5cX_400x400.jpg
38,@broganxbrogan,124K,1239,broganxbrogan,123632,42100,Los Angeles | Dallas,Los Angeles | Dallas,,Los Angeles | Dallas,,Los Angeles | Dallas,,,,CA,LOS ANGELES,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1279109172890492929/M8tR0L2x_400x400.jpg
39,@alexxanderlatin,116K,1348,alexxanderlatin,116000,11800,"LA, Dallas, Miami, NYC 🇺🇸",LA,Dallas,"LA, Dallas, Miami, NYC 🇺🇸",,"LA, Dallas, Miami, NYC 🇺🇸",,,,TX,DALLAS,2022-04-05 02:00:00.000,2022-03-19 01:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1461553463184302084/28BIoD-1_400x400.jpg
40,@famouslyknownas,114K,1378,famouslyknownas,113992,7300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519953563841179650/PFlwXDS-_400x400.jpg
41,@jacksonst0ne,113K,1405,jacksonst0ne,112559,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524454562790268928/qZWizz2y_400x400.jpg
42,@jamesmaxyy,112K,1411,jamesmaxyy,112258,94500,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1503940551917375490/tBGVxpGQ_400x400.jpg
43,@_apollos_,109K,1450,_apollos_,109289,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-07 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1530386672969474048/fyO4L4cZ_400x400.jpg
44,@travis_ironsx,106K,1507,travis_ironsx,105846,30300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1486874033190850567/huZ5udLT_400x400.jpg
45,@willbraunxxx,106K,1511,willbraunxxx,105685,14100,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1346787610233090048/nW3axb0K_400x400.jpg
46,@oscarbear1974,103K,1565,oscarbear1974,102618,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1495447692927016962/XvxCtSVX_400x400.jpg
47,@thegiovannixxx,101K,1588,thegiovannixxx,101142,20500,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1527350098119872513/0g0xoB2S_400x400.jpg
48,@tonibromo,101K,1595,tonibromo,100755,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1451760313842421766/kVwmUZPB_400x400.jpg
49,@superfuckindav,99K,1629,superfuckindav,99371,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1394500910919950341/i3weCr0Q_400x400.jpg
50,@xxxhunterrex,99K,1632,xxxhunterrex,99167,5800,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1423090676623888386/8nhW-RUL_400x400.jpg
51,@musclefur,95K,1714,musclefur,95077,22800,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1479683759951814656/V3nOUCB0_400x400.jpg
52,@buzzbunnyyy,93K,1735,buzzbunnyyy,93430,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1488200674856747013/fcEG2-g9_400x400.jpg
53,@mxnifestme,93K,1743,mxnifestme,92823,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1530797343653740545/K-S7seMh_400x400.jpg
54,@tuckerwildexxx,90K,1792,tuckerwildexxx,89960,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1406038461920993282/cjgRDWqi_400x400.jpg
55,@alostboy_rufio,88K,1820,alostboy_rufio,88272,9400,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-02 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1502587033310699522/kPqtgoN7_400x400.jpg
56,@elsuperosotexas,86K,1864,elsuperosotexas,86133,37700,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1430622288953610249/OLG4Ycen_400x400.jpg
57,@tigger_reddxxx,86K,1870,tigger_reddxxx,85947,,"North Dallas, Dallas",North Dallas,Dallas,"North Dallas, Dallas",,"North Dallas, Dallas",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519881606886002689/YF6ea_SS_400x400.jpg
58,@james_maxy,86K,1877,james_maxy,85633,91800,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-03-16 01:00:00.000,2022-02-27 01:00:00,2022-06-16 02:00:00.000,
59,@beauxxvalkyrie,85K,1885,beauxxvalkyrie,84975,19300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1487608568010452992/N6MZuEhm_400x400.jpg
60,@rellsavaqe,84K,1910,rellsavaqe,83907,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1516018605942575107/m-HZ89BI_400x400.jpg
61,@thecaitosuave,84K,1915,thecaitosuave,83688,1700,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1458536850474389510/uiQIKjpn_400x400.jpg
62,@dannygotafatty,79K,2001,dannygotafatty,79164,1700,"Midtown, Houston",Midtown,Houston,"Midtown, Houston",,"Midtown, Houston",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1402720185975558146/TgGmAJw9_400x400.jpg
63,@dmanncruz,76K,2091,dmanncruz,75658,4300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1526575430085525510/GLuRLMrA_400x400.jpg
64,@mr_confident_,74K,2133,mr_confident_,73691,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1505550415135494144/Scx5oxjE_400x400.jpg
65,@texdavidsonxxx,74K,2135,texdavidsonxxx,73507,,"West Hollywood, Dallas, Tx",West Hollywood,Dallas,"West Hollywood, Dallas, Tx",,"West Hollywood, Dallas, Tx",,,,CA,HOLLYWOOD,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1434230703152062471/y5Ij4Q6H_400x400.jpg
66,@oliveredwardsxx,73K,2143,oliveredwardsxx,73251,1300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1303038535428055040/EWcCZXTH_400x400.jpg
67,@playboydaamienn,72K,2166,playboydaamienn,72104,1200,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519939168079654912/lUhYGZvF_400x400.jpg
68,@jaynastytx1,71K,2206,jaynastytx1,70739,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-07 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1491184180352499717/_zdyMTqz_400x400.jpg
69,@rawbuttbanga,70K,2220,rawbuttbanga,70098,958,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1515025335192014859/j0AdqDXk_400x400.jpg
70,@icvros,70K,2234,icvros,69684,556,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1527410746858033158/CydkhxnP_400x400.jpg
71,@i_amdurielxxx,70K,2239,i_amdurielxxx,69538,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1448084527914569734/1o2KQc9O_400x400.jpg
72,@travisstevenz,69K,2267,travisstevenz,68758,31200,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1421034920701423621/OZTFlJEi_400x400.jpg
73,@txcumblaster,66K,2330,txcumblaster,66379,2700,📍Texas ,📍Texas,,📍Texas,,📍Texas,,,,TX,,2022-06-16 02:00:00.000,2022-06-01 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1528979752450760705/AAg2qvEX_400x400.jpg
74,@bbyozy,66K,2349,bbyozy,65691,11100,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1518374497988055041/Pe83h-4l_400x400.jpg
75,@sailormikkah,63K,2461,sailormikkah,62578,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1505427666320699392/ux4td62q_400x400.jpg
76,@kylesantana,62K,2467,kylesantana,62342,1500,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1446237875654250506/kTgygyTl_400x400.jpg
77,@leaf_hoe,58K,2596,leaf_hoe,58234,6400,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1497988408920227841/IMSvlFeT_400x400.jpg
78,@hunggingerhtx,58K,2615,hunggingerhtx,57827,3200,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-04-13 02:00:00.000,2022-03-21 01:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1460346632093024256/htd0cBRp_400x400.jpg
79,@thedarrenjacob,57K,2643,thedarrenjacob,57027,29500,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1493264297681694721/GzvnFthW_400x400.jpg
80,@lawsonjamesx,57K,2648,lawsonjamesx,56810,4300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1512457022784122890/_X5hrdnr_400x400.jpg
81,@rawfuckerxxx,56K,2679,rawfuckerxxx,55900,,"Pasadena, CA",Pasadena,CA,"Pasadena, CA",,"Pasadena, CA",,,,TX,PASADENA,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1505257235416461313/n_DyXNe3_400x400.jpg
82,@lukecodyxxx1,54K,2748,lukecodyxxx1,54202,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1374376346231599107/QqsvsrbJ_400x400.jpg
83,@inkdmex,53K,2775,inkdmex,53462,,Houston Tx,Houston Tx,,Houston Tx,,Houston Tx,,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1207139807715041281/atqMMYb5_400x400.jpg
84,@tomfaulkxxx,53K,2792,tomfaulkxxx,53010,,austin texas,austin texas,,austin texas,,austin texas,,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/716020635684589568/eYw12VfN_400x400.jpg
85,@acemateo214,53K,2806,acemateo214,52655,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1494666999192076292/7FU-K2Jn_400x400.jpg
